patient_id,coordinates,cluster_id
31097,"(0.0626327108228798, 0.6960776722862132)",16
31098,"(-9.27716219165538, 7.563971461856674)",8
31099,"(-6.359357949134694, 12.230502860776442)",13
31100,"(4.84555843350328, -1.1377707506493668)",5
31101,"(1.275202458088606, 4.912460026788377)",0
31102,"(5.3935938376502905, 2.909786262122588)",5
31103,"(-0.8141114052135283, 3.03884098053007)",16
31104,"(2.0725726119971823, 1.9186722727267198)",18
31105,"(2.147716984993881, 2.5242114733707743)",18
31106,"(10.242230366203449, -0.4280397478435105)",4
31107,"(6.115596351324462, 7.241622664526333)",9
31108,"(-0.9488805379229197, -0.5032705741525372)",14
31109,"(-1.6185169235124939, 4.005192839071052)",2
31110,"(-8.009613628085216, 7.882163721740765)",8
31111,"(1.614982922831333, 0.9527002516135761)",1
31112,"(2.2975974389159397, 2.067128944560732)",18
31113,"(-8.146476838666088, 10.326349156756578)",13
31114,"(-1.3772516962786674, 2.9033543161670483)",2
31115,"(-10.773817071567178, 2.6072345688976433)",17
31116,"(-1.9398120937737646, 1.0777736869640533)",16
31117,"(-6.338390433723427, -7.784085726092504)",7
31118,"(-7.675197342379295, 7.952189000097187)",13
31119,"(-1.599346767462674, 4.027004555730076)",11
31120,"(-0.7775880705932925, -1.583085604822371)",14
31121,"(9.927616265382447, 1.5052803013129221)",19
31122,"(7.2137338693096735, 4.844536246680861)",10
31123,"(-8.315703382439413, 5.852638360797569)",8
31124,"(-7.691430616778425, 1.6068354870702528)",12
31125,"(-1.0539952627727183, 7.8159028135652875)",3
31126,"(-1.2672124994756069, 2.300041558772892)",16
31127,"(-0.6949938738848346, 5.961361516104932)",11
31128,"(-9.207242831601336, -9.91586313094437)",7
31129,"(3.6425923859057043, 0.1627233253671706)",1
31130,"(0.9657664239976359, -2.006153993912242)",14
31131,"(1.5302683497446534, 7.8734055963523915)",6
31132,"(2.292760113754208, 0.3649084933469475)",1
31133,"(8.707184973569834, 3.654212734910796)",19
31134,"(9.075645140392645, 4.442735158622058)",19
31135,"(6.169758830099125, 7.818474103644051)",9
31136,"(7.113879117797374, 0.8125867995516758)",5
31137,"(3.089120270793791, 8.54108567091501)",6
31138,"(6.094795014835846, 7.857554143170746)",9
31139,"(-10.78489466539296, 7.322990153703815)",8
31140,"(0.779983471997603, -1.7817762266159183)",14
31141,"(9.588252655367084, -2.7904869141151214)",4
31142,"(2.214569725693422, 8.230943763848574)",6
31143,"(-0.40035087720160023, 0.585353725834385)",16
31144,"(-0.44680277280581004, 9.681227629333694)",3
31145,"(3.04013335748927, 0.798219896712178)",1
31146,"(-1.4288712043879213, 6.253614692805411)",3
31147,"(9.087206049616846, -1.5560727973026411)",4
31148,"(-1.90555055631399, 8.12945091725949)",3
31149,"(-1.1743585433473633, 2.3120590505910856)",2
31150,"(4.671445257001198, 6.909042870117757)",9
31151,"(9.128011662084608, -2.791021224888803)",4
31152,"(-2.483236164745816, 7.365642828645974)",3
31153,"(1.4173029858196464, 4.48258019318157)",0
31154,"(-8.7626110035388, 3.6029233274833965)",17
31155,"(5.4161991280074036, 7.593004272938458)",9
31156,"(-7.871306332778137, 3.1986519897137926)",12
31157,"(-9.00107623866316, 1.502812122814619)",17
31158,"(-7.602965933547323, 3.45994963338999)",12
31159,"(-0.2885501575318752, 2.3105394900121947)",2
31160,"(9.366315518109813, -0.9769879656042533)",4
31161,"(-0.045289774035195185, 3.833763010793387)",0
31162,"(1.0782115878851313, 2.738528509351632)",16
31163,"(-10.514260002928152, 3.010853138619559)",17
31164,"(4.962672294714398, -0.43968200367825916)",5
31165,"(1.5118124053198523, 1.5215879366597154)",1
31166,"(1.6148986294350078, 8.461360986848076)",6
31167,"(-0.7932678290732642, -1.380500264559249)",14
31168,"(-3.5246134920587546, 6.9348836091048796)",3
31169,"(2.529187675567058, 2.3996051295361576)",18
31170,"(6.084384128942284, 1.8229757333485015)",5
31171,"(-7.861865801081637, -7.758307729202354)",7
31172,"(7.777412985472735, 6.011527056421431)",10
31173,"(6.282347320981481, 0.01744538097741044)",5
31174,"(-1.049869515398878, 3.6932915448031274)",2
31175,"(1.0782607959869623, 7.347451709469303)",6
31176,"(-6.920047056877967, 2.3491819328856436)",12
31177,"(1.773337985400331, 2.373044124648196)",18
31178,"(9.804442540271932, 4.603041973520943)",19
31179,"(-8.462878308184457, 2.77911278693089)",17
31180,"(-7.935138599499386, 2.4835332668094665)",12
31181,"(-8.61153772694854, 9.245818414016238)",13
31182,"(1.1324132030853025, 3.7469975830850566)",0
31183,"(-1.8544984739321402, 7.656152591489654)",11
31184,"(-10.107331389371964, 2.1677032307635793)",17
31185,"(-8.907617874174962, 0.6137097031035086)",17
31186,"(-7.664647588625423, 8.687007368705325)",13
31187,"(-2.2953649534741105, 8.405148723267926)",3
31188,"(1.9750222856922126, 9.576725236002247)",6
31189,"(1.5804404627670945, -0.33945404081699593)",14
31190,"(-9.283886642278553, 2.0616957700874643)",17
31191,"(-2.614367231852492, 6.15330157038909)",15
31192,"(-2.542010626958321, 3.146329437006724)",2
31193,"(0.76107542461386, 8.666600463266768)",3
31194,"(8.3199795905875, -3.762788392857116)",4
31195,"(-2.4860005730892993, 6.279152606342199)",11
31196,"(10.724035914150996, 6.952673638107933)",10
31197,"(-9.327363414167653, 6.665167878182509)",8
31198,"(-5.367926473089977, 5.718776271630888)",15
31199,"(9.68925099523005, 4.210822983096962)",19
31200,"(2.3180332698196935, 4.198597771924476)",0
31201,"(2.5517330015456166, 3.406524910529842)",18
31202,"(1.6458324190555778, 5.308206519710015)",0
31203,"(-11.84804434484808, 7.166904695080351)",8
31204,"(10.117348658450393, 6.044944262679622)",10
31205,"(0.9782006232475683, -1.9773382363365597)",14
31206,"(-8.911108352171262, -5.191852820203582)",7
31207,"(-7.771069530262661, 8.702988198436861)",13
31208,"(9.195328360847133, -2.3345105793958383)",4
31209,"(6.071107156927869, -0.2484476089939036)",5
31210,"(7.2723146139223, -0.9649977514305823)",5
31211,"(-8.78763909813286, 1.6885444424610723)",17
31212,"(0.0020424805552640146, 2.3114523782107845)",16
31213,"(0.5770928821707362, 8.514909839769786)",6
31214,"(-9.970342784001668, 2.596023040830978)",17
31215,"(-8.072907721197275, 8.82198028189145)",13
31216,"(-1.8836144079480694, 5.5392617659005)",11
31217,"(-9.961459687571354, 2.943585470937898)",17
31218,"(-8.627760388941798, -9.27698983839554)",7
31219,"(-7.649033536365, 9.885324468115886)",13
31220,"(-1.63034697864202, 3.947616633244516)",2
31221,"(-2.2397147962588995, 0.3028815502030393)",16
31222,"(9.1419120076746, 3.710910666853996)",19
31223,"(9.955493215262395, 5.861093018575705)",10
31224,"(1.3884719903025164, 1.563708512687077)",1
31225,"(-7.949590295386402, 2.363983701640519)",17
31226,"(-1.876766949634953, 7.263118956818392)",3
31227,"(4.025049365787796, 2.5862039421854783)",18
31228,"(-0.22581163200775356, 3.4176569710906093)",11
31229,"(-1.3102675711522926, 4.255944843855001)",11
31230,"(-9.729179840658553, 6.971164948219913)",8
31231,"(-8.882989039803443, 1.8567430709776196)",17
31232,"(2.2065607592742156, 5.506167176232801)",0
31233,"(-0.8525416949887303, 3.9950385158739445)",2
31234,"(9.584014757688617, -0.9624050796420924)",4
31235,"(0.7987260656162758, 0.45914616266736513)",1
31236,"(6.164233205851216, 7.880485093973066)",9
31237,"(-8.245162040686616, 1.2416944780929517)",17
31238,"(6.153965194504426, 8.140020179586042)",9
31239,"(2.4536025786539115, 9.034404745368192)",6
31240,"(0.40695802507630996, 4.573691682389152)",0
31241,"(-5.887532961171615, 8.762106465890245)",13
31242,"(9.943741020787094, -2.1968041240581573)",4
31243,"(-2.1442899703472875, 3.296826875730209)",2
31244,"(9.327110365654642, 5.074598046821041)",10
31245,"(-9.975020160710368, -9.191939640766732)",7
31246,"(4.469331587185531, -0.09404221390158995)",5
31247,"(5.497403871931776, 0.4959210423366594)",5
31248,"(4.450315526064493, 7.3739914776967455)",9
31249,"(-0.4462489836070362, 4.207034857348059)",11
31250,"(4.537932746121241, 2.7002954722309562)",5
31251,"(-1.241748477167912, 5.127749801610292)",2
31252,"(0.0738833429247363, 8.426954713523028)",6
31253,"(-9.237044300844651, 4.2373357569220405)",12
31254,"(-1.4762197515697766, 1.776882447969681)",16
31255,"(1.938660760409596, 1.5440605927719608)",1
31256,"(-7.724953840226224, 3.6628615720926634)",17
31257,"(-8.331827062534993, 6.477846699307401)",8
31258,"(-10.067539569331384, 4.09116656787964)",17
31259,"(8.16532409486822, 3.7803823140617303)",19
31260,"(9.692893599382357, 4.970932706871832)",10
31261,"(1.0006421761522475, 4.28704903910094)",0
31262,"(2.154614271638704, 2.7704836866697624)",18
31263,"(-1.1451006854983397, 1.84184534597962)",16
31264,"(5.85609351403065, -0.06052469474476063)",5
31265,"(-1.9617943363496995, 5.855092288675148)",11
31266,"(-0.469470006713006, 2.4073065125435034)",2
31267,"(-4.778372747268463, 3.8068600504278436)",15
31268,"(0.6124635258023998, 0.6243633326775849)",16
31269,"(6.598754318365143, -1.9645473099785833)",5
31270,"(-8.62662525599836, 7.478752453546275)",13
31271,"(-6.9446176992835875, 3.6284774389690813)",12
31272,"(-9.011872430294817, 5.50128559040754)",8
31273,"(-9.603742266167494, -6.407402694746084)",7
31274,"(1.6704467989385088, 4.08958044268244)",0
31275,"(-0.7768034505144984, 1.7207071079817726)",2
31276,"(-7.713492927382886, 2.5584513869659595)",12
31277,"(-9.337440846746132, -8.057796496896913)",7
31278,"(1.402452037494279, 2.599063945485627)",1
31279,"(-6.423746147399551, 6.90316858944413)",13
31280,"(-1.7420729180310408, 4.784699183248262)",2
31281,"(-11.148038638651816, 7.658988347863032)",8
31282,"(8.2723290592782, -3.206078879775124)",4
31283,"(-0.7266369046697256, 3.8258308442729354)",2
31284,"(11.154944165768569, 5.5284943174808765)",10
31285,"(0.5327691815342118, 9.010155846915032)",6
31286,"(1.4835090296561102, 4.187557627061241)",0
31287,"(-0.2232144301165948, 5.810144392630674)",3
31288,"(0.6483767026202741, 7.527188027299845)",6
31289,"(0.2588207605296811, -2.165983443341912)",14
31290,"(-3.527648889328449, 3.8766458929723147)",15
31291,"(-6.088899059468108, 9.611050242361092)",13
31292,"(-9.412313158171324, -8.172140181386679)",7
31293,"(-0.35575653520509287, 2.9420475226985454)",2
31294,"(-9.450374318707306, 6.4304656943329945)",8
31295,"(7.400747478905355, 3.763216387453879)",19
31296,"(5.756124874260443, 0.8508889218836472)",5
31297,"(-8.061008845358828, 3.0068316949868783)",12
31298,"(2.0490365544208844, -1.4700061862090439)",1
31299,"(1.4698355167338362, 0.4591288707880452)",1
31300,"(7.683531140711111, -1.1813123220618236)",5
31301,"(-8.251616190264595, 6.715182988183172)",8
31302,"(-1.474304531276269, 1.6538451089467423)",16
31303,"(-7.542548574642743, -8.302266060709952)",7
31304,"(-2.877049325367447, 5.723872685173518)",15
31305,"(6.979745292663941, 0.19047586491555035)",5
31306,"(-8.042805798103162, 10.006363667074876)",13
31307,"(-2.328169543598209, 4.060460191093023)",2
31308,"(2.4320780303833383, 4.359279552892192)",0
31309,"(-1.3852092392175934, 3.755540371542186)",16
31310,"(6.6920982353774185, 7.229752013452213)",9
31311,"(6.141907473124351, 0.013000760069309725)",5
31312,"(5.164400553687936, 7.741682948425427)",9
31313,"(-0.012772946113540962, -3.738553605834216)",14
31314,"(-7.116635872145682, 8.161028685941355)",13
31315,"(-8.621677654350938, 7.477282497953177)",8
31316,"(7.821665719828504, 4.001348314977263)",19
31317,"(-7.999924262343596, 1.2927215955781677)",17
31318,"(-10.674000374375922, 3.008477102211775)",17
31319,"(-9.536262960713525, 8.322302094667112)",8
31320,"(-7.551522781188292, 6.831800666358568)",13
31321,"(8.187729279313347, 4.897108531636724)",10
31322,"(-0.14035264316635243, 8.393231096687222)",3
31323,"(-8.705607394539488, -9.358763057896754)",7
31324,"(-1.598474643587654, 7.565873943936395)",3
31325,"(2.3405555186525357, -1.05130707035016)",14
31326,"(3.388875885901031, 10.494689600831217)",6
31327,"(9.432795005251684, 5.870158709165422)",10
31328,"(5.075409469956249, 7.890229008421066)",9
31329,"(-1.465992305602034, 2.44931883413355)",2
31330,"(-0.653959664725126, -0.5776825335834535)",14
31331,"(-3.595152137368374, 5.029461103499945)",15
31332,"(-8.209711976030464, -7.750829826669886)",7
31333,"(-5.9965829343627215, 3.53361089910754)",12
31334,"(1.2238208345045463, 1.5535192210057287)",1
31335,"(-2.9287723075189063, 1.3702958792130446)",16
31336,"(0.4085028370263081, 3.7126276585260367)",0
31337,"(-5.271738064800824, 3.384183494562775)",15
31338,"(-7.461928222240599, 10.168152317035615)",13
31339,"(1.5902942008342098, 8.411585971498758)",6
31340,"(-0.18880909126158063, 2.8733055082893237)",16
31341,"(-0.9200253752550084, 6.506562853626746)",11
31342,"(-1.1325785153588799, 5.6495421002630195)",11
31343,"(-6.9958351632077544, 1.564294947732546)",12
31344,"(-1.0172748953487027, -0.2819096893978277)",16
31345,"(-2.045166870353786, 4.382026897794292)",11
31346,"(6.503091584054124, -0.5471858054219565)",5
31347,"(10.164307341505548, 3.968074239701994)",19
31348,"(-11.25876156444768, 7.492999469870992)",8
31349,"(4.75713930325014, 6.322832628411706)",9
31350,"(6.240263676980452, 1.60265867146385)",5
31351,"(0.7565890242256128, 10.298455199674628)",6
31352,"(10.47984289684511, 3.541250249345504)",19
31353,"(-10.017847217376392, -7.069263064614981)",7
31354,"(-0.17395079583739137, 5.706979649795258)",11
31355,"(11.740676272492893, 6.673919761468424)",10
31356,"(-3.088531440979496, 3.6987298124582213)",2
31357,"(2.2222163353775097, 2.8671466627638083)",0
31358,"(7.601416639782473, 3.971627308527367)",19
31359,"(0.1084098722030401, 1.6196068434280628)",16
31360,"(9.362458445781154, 7.012042837587236)",10
31361,"(1.5083600849662002, 3.1642231044912985)",18
31362,"(1.5083941069518916, -1.0622809689934036)",14
31363,"(1.5430964444311361, 8.945144943837693)",6
31364,"(-9.476165263277323, 1.2879024273384265)",17
31365,"(-0.7663812520324583, 0.9589800088466927)",16
31366,"(0.7692302022578726, 8.875308701277408)",6
31367,"(-0.45119412994566477, 10.906020836190764)",6
31368,"(2.890629292450732, 3.3979560992770432)",18
31369,"(0.003848167575697836, 3.5531706956050684)",18
31370,"(4.942401196693249, 0.3436194518740836)",5
31371,"(-0.27013718482662874, 2.4931891840536555)",11
31372,"(-8.202808350496452, 3.131201723404585)",17
31373,"(-0.9851103395281887, 0.201339475272724)",16
31374,"(7.766369078843895, -2.8331505706219606)",4
31375,"(-0.4149669230171731, 2.477451935219646)",2
31376,"(-6.735515951502561, 7.5532763640346685)",13
31377,"(7.075942185315418, 7.129205929486591)",9
31378,"(-2.4655994602201026, 8.578769696610596)",3
31379,"(9.261479318823, 5.257271721396697)",10
31380,"(-1.9993928554209537, 2.225625363174276)",2
31381,"(-4.975557349199923, 6.504658561102581)",15
31382,"(5.036390438837962, -0.7269199163948004)",5
31383,"(-3.951819236350363, 5.305027393861074)",15
31384,"(-1.1154740040766273, 9.249292081747544)",3
31385,"(-0.5205671690373492, 8.865727686323517)",3
31386,"(-9.837956662549363, 8.046312756135253)",8
31387,"(-0.5951686503323396, 3.1502645518041072)",2
31388,"(-7.6782301817219665, 4.5231798880703025)",12
31389,"(-1.5781879608759408, 3.8450392392833592)",2
31390,"(9.165854280471587, -3.274751803052968)",4
31391,"(-10.37293228267851, -8.842694425683067)",7
31392,"(9.518403433874283, 5.1218155689263885)",10
31393,"(0.39817303234510604, 2.0653804081407174)",18
31394,"(-1.4891780060760746, 0.36814740301932725)",16
31395,"(8.984512327761474, 5.031868220417884)",19
31396,"(-10.054069861800041, 2.3318788831631747)",17
31397,"(-7.991109835668696, 3.9538313721292564)",17
31398,"(-8.656814637964617, 5.685655328408945)",8
31399,"(4.475782362073968, 7.9426904024102)",9
31400,"(-0.8867726258251445, -2.4272693025940755)",14
31401,"(9.177585694940197, -1.8939143471162911)",4
31402,"(-9.820683816860384, 2.4333676762620575)",17
31403,"(-6.106040241501894, 8.235603873332128)",13
31404,"(10.640543028391853, -1.4222922625032286)",4
31405,"(-2.495823903563804, 2.2431794307960478)",2
31406,"(-3.254419481249021, 5.826859338174234)",15
31407,"(-2.30037132867136, 1.1623928529045362)",2
31408,"(0.7394338398633731, -2.5578570810882586)",14
31409,"(0.7988763540833037, 5.625553023020244)",11
31410,"(1.5139751921818063, 1.8130036794718811)",1
31411,"(-6.7889947026255815, 8.246683384561855)",13
31412,"(-8.697000488602892, 3.22316010000616)",17
31413,"(8.139812868293724, -2.5139639767911777)",4
31414,"(2.731256232288554, 4.170798905138798)",0
31415,"(10.31914903228275, -3.83156469695583)",4
31416,"(-6.602646408473228, 9.381863042975462)",13
31417,"(9.87028952837565, -3.6085381050668417)",4
31418,"(-1.8206774398124068, 0.5018705563348048)",16
31419,"(-0.03654413984165772, 5.459899179133138)",11
31420,"(-1.2918702189167546, 6.590333301866056)",11
31421,"(0.7840878427582444, 8.733107392032679)",6
31422,"(7.676159134713559, 5.519239478395589)",10
31423,"(-8.382725434454901, 3.9076080386227074)",12
31424,"(-8.011525118341142, 8.416577166401698)",13
31425,"(-9.689040742891708, 2.7432713620091604)",17
31426,"(1.0468637747131209, -3.5024869744031735)",14
31427,"(-8.442372646885346, -6.867056462587368)",7
31428,"(-8.546928574572126, -6.935947219674984)",7
31429,"(1.898952746985874, -0.7874657529410694)",1
31430,"(0.05715663367655133, 4.496541176513606)",0
31431,"(-7.537228086473232, 9.163026355562613)",13
31432,"(0.9786233430373172, 2.8011369639386006)",0
31433,"(1.478857684881618, -0.2096247620901559)",1
31434,"(-7.01391015467241, 9.293663548979206)",13
31435,"(8.323275824877696, 5.6508046698924765)",19
31436,"(-0.05852520620409374, 3.5266398179000795)",0
31437,"(-7.447480926247873, 8.972553603194017)",13
31438,"(-7.099211975483099, 1.8076325657484218)",12
31439,"(-8.923283850649458, 1.5132829683661728)",17
31440,"(5.8478859380070665, 0.05339895562417918)",5
31441,"(-0.21859093110999883, -1.8793095520792893)",14
31442,"(9.990608402133303, 3.8384066748815324)",19
31443,"(1.2869669938646922, 7.862137759677575)",6
31444,"(-8.032777079054984, 4.8251655523647505)",8
31445,"(7.924574675632304, -4.230246362646178)",4
31446,"(8.580291669619669, 3.293012560172058)",19
31447,"(-0.7438022964596892, 7.565540695231681)",3
